,date,open,close,high,low,volume,code
423,2016-09-26,288.479,280.446,288.488,280.271,37176.0,600519
424,2016-09-27,280.592,282.816,283.603,280.475,17915.0,600519
425,2016-09-28,283.418,280.135,283.418,279.31,22360.0,600519
426,2016-09-29,279.591,282.631,284.593,279.591,23705.0,600519
427,2016-09-30,281.68,289.363,291.033,281.68,29603.0,600519
428,2016-10-10,289.945,294.268,295.142,289.945,21103.0,600519
429,2016-10-11,295.278,300.057,300.134,294.307,41736.0,600519
430,2016-10-12,299.649,297.046,299.649,296.152,19286.0,600519
431,2016-10-13,297.998,295.171,298.134,294.802,16143.0,600519
432,2016-10-14,294.763,296.832,297.22,294.501,12690.0,600519
433,2016-10-17,296.686,293.772,296.735,292.85,18957.0,600519
434,2016-10-18,293.821,298.347,299.649,293.335,30389.0,600519
435,2016-10-19,299.649,297.658,299.892,296.346,14123.0,600519
436,2016-10-20,298.571,296.715,298.571,296.055,14079.0,600519
437,2016-10-21,296.327,295.462,296.715,293.908,11483.0,600519
438,2016-10-24,293.918,298.124,298.192,293.918,26246.0,600519
439,2016-10-25,298.571,303.961,304.02,298.571,43762.0,600519
440,2016-10-26,304.02,304.68,309.177,302.708,46813.0,600519
441,2016-10-27,304.01,307.779,309.09,302.087,32951.0,600519
442,2016-10-28,308.391,307.953,309.294,304.991,20137.0,600519
443,2016-10-31,309.847,308.828,313.538,307.711,43596.0,600519
444,2016-11-01,308.828,307.594,309.847,306.496,19512.0,600519
445,2016-11-02,307.021,306.137,308.06,304.68,20636.0,600519
446,2016-11-03,305.962,306.798,307.38,305.137,18690.0,600519
447,2016-11-04,306.924,305.787,309.119,304.972,20619.0,600519
448,2016-11-07,305.962,306.283,307.905,304.214,16047.0,600519
449,2016-11-08,307.419,310.819,312.936,306.623,34193.0,600519
450,2016-11-09,310.819,307.72,312.732,304.797,30004.0,600519
451,2016-11-10,309.945,309.974,311.79,308.614,17804.0,600519
452,2016-11-11,308.866,306.04,309.168,305.768,35902.0,600519
453,2016-11-14,306.496,302.067,306.807,301.096,39920.0,600519
454,2016-11-15,301.135,305.001,306.594,301.135,24470.0,600519
455,2016-11-16,304.806,304.165,306.351,303.048,13399.0,600519
456,2016-11-17,303.126,302.116,304.02,301.621,18337.0,600519
457,2016-11-18,302.232,301.106,302.854,300.989,19377.0,600519
458,2016-11-21,302.096,300.62,302.718,299.522,26083.0,600519
459,2016-11-22,301.397,300.008,301.543,299.522,26424.0,600519
460,2016-11-23,302.077,303.971,304.02,300.241,34015.0,600519
461,2016-11-24,304.214,307.837,307.905,302.485,39078.0,600519
462,2016-11-25,307.944,307.798,308.876,304.428,22369.0,600519
463,2016-11-28,308.439,310.333,310.994,307.516,49253.0,600519
464,2016-11-29,311.499,314.665,320.969,310.246,58830.0,600519
465,2016-11-30,312.004,309.925,314.024,309.313,26752.0,600519
466,2016-12-01,310.819,311.81,315.277,309.537,27941.0,600519
467,2016-12-02,311.79,312.538,313.927,309.847,30628.0,600519
468,2016-12-05,310.042,306.866,315.229,306.759,42060.0,600519
469,2016-12-06,307.157,317.055,317.21,307.157,38923.0,600519
470,2016-12-07,317.735,318.055,319.075,314.675,25271.0,600519
471,2016-12-08,318.599,328.021,330.245,317.618,54475.0,600519
472,2016-12-09,327.525,328.069,329.682,324.437,34495.0,600519
473,2016-12-12,328.011,317.482,330.245,316.355,50332.0,600519
474,2016-12-13,317.463,323.456,325.388,316.161,41780.0,600519
475,2016-12-14,323.446,322.737,324.485,319.075,32029.0,600519
476,2016-12-15,322.921,318.638,323.436,316.239,39202.0,600519
477,2016-12-16,317.618,318.181,320.415,314.296,25051.0,600519
478,2016-12-19,316.647,316.608,324.777,316.268,30471.0,600519
479,2016-12-20,316.686,317.113,317.618,312.577,30831.0,600519
480,2016-12-21,317.521,319.23,319.842,314.277,24711.0,600519
481,2016-12-22,318.589,315.87,319.036,315.559,14678.0,600519
482,2016-12-23,314.267,310.848,315.19,309.974,31095.0,600519
483,2016-12-26,309.877,315.17,315.666,307.128,26001.0,600519
484,2016-12-27,315.199,316.802,319.366,314.218,20062.0,600519
485,2016-12-28,317.608,314.432,318.589,314.053,17878.0,600519
486,2016-12-29,314.704,317.919,318.463,313.733,21225.0,600519
487,2016-12-30,317.239,324.563,325.67,317.239,34687.0,600519
488,2017-01-03,324.689,324.961,327.331,323.261,20763.0,600519
489,2017-01-04,325.019,341.813,342.066,325.0,65257.0,600519
490,2017-01-05,339.958,336.792,341.366,335.529,41704.0,600519
491,2017-01-06,336.694,340.696,349.457,336.17,68095.0,600519
492,2017-01-09,337.821,338.511,342.755,336.597,35405.0,600519
493,2017-01-10,338.453,338.987,341.901,336.656,31727.0,600519
494,2017-01-11,338.015,335.539,338.015,333.645,23598.0,600519
495,2017-01-12,336.607,337.093,337.433,334.626,17779.0,600519
496,2017-01-13,337.025,334.975,337.423,334.014,18282.0,600519
497,2017-01-16,334.256,331.673,334.907,329.079,36855.0,600519
498,2017-01-17,332.77,339.113,341.415,332.188,35188.0,600519
499,2017-01-18,338.87,344.892,346.534,337.248,46005.0,600519
500,2017-01-19,344.815,344.543,348.195,341.609,28523.0,600519
501,2017-01-20,344.717,344.805,347.146,342.901,21344.0,600519
502,2017-01-23,346.641,341.143,349.477,339.434,32581.0,600519
503,2017-01-24,341.192,340.259,342.678,336.801,26914.0,600519
504,2017-01-25,339.939,337.656,339.939,336.267,22990.0,600519
505,2017-01-26,338.151,334.538,338.792,331.508,37826.0,600519
506,2017-02-03,336.073,336.898,339.162,335.102,20936.0,600519
507,2017-02-06,338.491,336.898,338.88,335.063,15680.0,600519
508,2017-02-07,336.889,333.722,337.433,333.295,20519.0,600519
509,2017-02-08,333.897,334.334,335.587,332.838,19088.0,600519
510,2017-02-09,335.102,337.637,338.783,334.723,23324.0,600519
511,2017-02-10,338.618,335.179,339.783,335.102,24056.0,600519
512,2017-02-13,334.13,339.715,341.804,332.11,53587.0,600519
513,2017-02-14,339.511,340.162,342.483,339.084,26558.0,600519
514,2017-02-15,341.415,338.53,342.328,337.238,26256.0,600519
515,2017-02-16,338.501,338.103,338.618,335.597,17642.0,600519
516,2017-02-17,338.89,340.502,344.271,337.53,29102.0,600519
517,2017-02-20,340.356,350.924,351.925,339.968,61853.0,600519
518,2017-02-21,351.497,348.447,352.031,346.932,27705.0,600519
519,2017-02-22,350.264,351.507,356.004,349.671,37130.0,600519
520,2017-02-23,350.613,351.322,354.994,349.438,23328.0,600519
521,2017-02-24,351.614,352.216,352.478,349.72,17692.0,600519
522,2017-02-27,352.09,346.951,352.439,346.563,25400.0,600519
523,2017-02-28,346.757,344.484,348.894,343.435,27473.0,600519
524,2017-03-01,344.912,346.378,347.923,344.815,21944.0,600519
525,2017-03-02,346.476,346.582,346.757,344.358,22103.0,600519
526,2017-03-03,344.815,346.31,347.942,344.815,14153.0,600519
527,2017-03-06,347.398,348.661,349.224,346.32,22818.0,600519
528,2017-03-07,347.758,356.665,358.296,347.758,46286.0,600519
529,2017-03-08,356.645,356.742,357.918,355.013,16037.0,600519
530,2017-03-09,356.47,359.287,359.365,355.072,23406.0,600519
531,2017-03-10,359.307,359.239,366.183,357.791,40951.0,600519
532,2017-03-13,359.433,360.89,363.59,356.985,27674.0,600519
533,2017-03-14,360.89,358.899,363.124,357.772,20416.0,600519
534,2017-03-15,358.899,363.93,364.386,358.423,25155.0,600519
535,2017-03-16,365.756,364.017,367.446,362.104,25022.0,600519
536,2017-03-17,362.395,367.621,373.42,362.395,34700.0,600519
537,2017-03-20,369.583,375.323,375.615,368.009,31545.0,600519
538,2017-03-21,375.459,382.705,385.124,375.411,48460.0,600519
539,2017-03-22,379.325,383.162,383.278,373.954,45532.0,600519
540,2017-03-23,380.782,378.606,382.686,375.508,34504.0,600519
541,2017-03-24,381.064,375.722,381.938,373.954,33287.0,600519
542,2017-03-27,374.954,367.951,378.092,367.534,53690.0,600519
543,2017-03-28,369.049,369.35,370.214,365.853,41187.0,600519
544,2017-03-29,370.078,372.643,374.731,369.0,37299.0,600519
545,2017-03-30,372.011,375.061,375.79,371.623,31612.0,600519
546,2017-03-31,375.119,375.275,376.868,373.157,24474.0,600519
547,2017-04-05,374.595,378.48,383.657,373.954,40789.0,600519
548,2017-04-06,377.849,380.666,381.724,375.537,28857.0,600519
549,2017-04-07,381.715,381.598,382.696,378.422,24097.0,600519
550,2017-04-10,382.696,378.033,382.696,376.868,28869.0,600519
551,2017-04-11,376.916,374.236,379.49,369.68,43530.0,600519
552,2017-04-12,374.236,379.034,379.782,373.76,27002.0,600519
553,2017-04-13,379.568,386.96,387.154,379.306,45648.0,600519
554,2017-04-14,387.97,384.104,388.407,383.667,23646.0,600519
555,2017-04-17,379.782,384.434,386.853,377.402,28793.0,600519
556,2017-04-18,383.278,393.04,394.886,383.278,49581.0,600519
557,2017-04-19,391.437,394.099,397.362,391.301,37550.0,600519
558,2017-04-20,394.439,403.394,408.367,394.439,50457.0,600519
559,2017-04-21,403.093,389.038,403.676,388.523,49332.0,600519
560,2017-04-24,389.126,387.115,393.38,377.839,50037.0,600519
561,2017-04-25,393.186,406.872,408.115,393.186,76192.0,600519
562,2017-04-26,406.833,405.968,416.381,401.16,56624.0,600519
563,2017-04-27,403.608,409.348,409.863,398.654,28240.0,600519
564,2017-04-28,409.883,401.617,410.864,398.139,49505.0,600519
565,2017-05-02,399.791,400.257,403.093,397.44,23291.0,600519
566,2017-05-03,399.208,405.628,405.677,399.208,20267.0,600519
567,2017-05-04,402.734,404.064,406.473,402.734,26709.0,600519
568,2017-05-05,404.259,404.249,410.65,403.19,37437.0,600519
569,2017-05-08,404.239,393.846,405.036,393.108,40721.0,600519
570,2017-05-09,392.836,397.032,398.12,386.581,52801.0,600519
571,2017-05-10,396.682,398.324,402.549,395.342,26039.0,600519
572,2017-05-11,396.682,400.335,402.802,394.847,30467.0,600519
573,2017-05-12,401.724,401.607,403.385,398.246,22337.0,600519
574,2017-05-15,401.267,407.513,408.29,401.267,33447.0,600519
575,2017-05-16,407.561,417.779,418.848,406.26,50164.0,600519
576,2017-05-17,416.691,414.36,417.847,412.69,27515.0,600519
577,2017-05-18,412.855,417.216,418.343,412.816,24300.0,600519
578,2017-05-19,417.245,428.172,429.124,417.245,38310.0,600519
579,2017-05-22,426.443,429.105,433.213,423.685,35321.0,600519
580,2017-05-23,429.561,441.168,441.431,429.561,48454.0,600519
581,2017-05-24,439.906,437.4,443.383,433.204,40226.0,600519
582,2017-05-25,435.836,437.672,439.964,434.661,28898.0,600519
583,2017-05-26,437.885,438.954,442.528,435.146,27386.0,600519
584,2017-05-31,437.089,430.231,437.575,427.483,44312.0,600519
585,2017-06-01,429.804,436.39,437.04,428.357,40604.0,600519
586,2017-06-02,437.089,434.476,438.012,432.815,21785.0,600519
587,2017-06-05,435.185,431.659,436.118,429.658,19241.0,600519
588,2017-06-06,432.203,435.943,436.118,431.455,20402.0,600519
589,2017-06-07,436.234,446.19,446.802,436.234,38834.0,600519
590,2017-06-08,448.084,450.988,451.076,445.345,28951.0,600519
591,2017-06-09,450.92,452.377,457.292,449.716,31430.0,600519
592,2017-06-12,453.601,459.312,461.799,451.659,35109.0,600519
593,2017-06-13,459.478,459.468,460.886,453.601,24237.0,600519
594,2017-06-14,459.225,460.779,463.8,456.981,33768.0,600519
595,2017-06-15,461.372,450.979,461.838,450.687,50202.0,600519
596,2017-06-16,448.259,449.357,454.077,448.026,33331.0,600519
597,2017-06-19,448.706,456.68,456.894,448.706,38536.0,600519
598,2017-06-20,459.429,452.921,461.255,452.3,34505.0,600519
599,2017-06-21,456.078,459.147,459.429,452.659,42038.0,600519
600,2017-06-22,459.448,459.186,464.218,457.681,38242.0,600519
601,2017-06-23,459.293,459.167,461.255,454.893,31303.0,600519
602,2017-06-26,459.439,470.774,471.085,458.458,52932.0,600519
603,2017-06-27,468.967,470.211,471.085,467.054,27980.0,600519
604,2017-06-28,470.201,461.663,470.201,459.429,37728.0,600519
605,2017-06-29,462.634,459.439,463.654,456.515,35092.0,600519
606,2017-06-30,457.982,458.312,460.556,454.378,22427.0,600519
607,2017-07-03,460.595,447.161,460.595,444.762,49628.0,600519
608,2017-07-04,445.792,438.954,446.802,436.118,56488.0,600519
609,2017-07-05,440.013,446.928,447.123,440.013,37540.0,600519
610,2017-07-06,444.966,442.897,446.996,437.672,42044.0,600519
611,2017-07-07,444.735,439.726,444.785,435.023,37796.0,600519
612,2017-07-10,440.624,448.107,448.531,436.768,36624.0,600519
613,2017-07-11,448.137,456.646,458.076,447.644,44601.0,600519
614,2017-07-12,459.279,451.065,459.466,448.63,28950.0,600519
615,2017-07-13,448.975,449.774,455.443,447.329,25951.0,600519
616,2017-07-14,449.863,450.02,452.337,446.707,17726.0,600519
617,2017-07-17,450.641,443.769,451.627,440.032,35263.0,600519
618,2017-07-18,445.662,446.214,447.634,441.728,30684.0,600519
619,2017-07-19,447.644,450.464,457.129,446.461,56259.0,600519
620,2017-07-20,449.478,459.939,460.354,449.478,46634.0,600519
621,2017-07-21,460.423,466.575,468.36,457.169,46792.0,600519
622,2017-07-24,468.232,471.111,478.555,468.232,42716.0,600519
623,2017-07-25,475.449,471.269,476.041,469.435,21929.0,600519
624,2017-07-26,471.357,465.027,474.887,460.028,31470.0,600519
625,2017-07-27,465.027,467.236,469.188,464.505,19595.0,600519
626,2017-07-28,464.406,477.145,477.293,461.162,46618.0,600519
627,2017-07-31,477.224,474.483,481.129,474.266,38412.0,600519
628,2017-08-01,474.266,473.517,476.238,470.716,27501.0,600519
629,2017-08-02,473.319,476.08,478.092,471.811,26774.0,600519
630,2017-08-03,476.909,470.539,480.034,468.971,31768.0,600519
631,2017-08-04,470.322,467.009,472.274,465.984,18681.0,600519
632,2017-08-07,465.885,474.818,475.646,464.534,23099.0,600519
633,2017-08-08,475.252,475.824,477.441,472.787,16051.0,600519
634,2017-08-09,478.052,483.978,486.078,475.282,41794.0,600519
635,2017-08-10,484.215,484.747,492.606,482.154,35364.0,600519
636,2017-08-11,482.154,477.283,489.598,476.711,36572.0,600519
637,2017-08-14,478.417,492.832,493.099,478.417,39331.0,600519
638,2017-08-15,493.109,489.026,494.085,488.08,27163.0,600519
639,2017-08-16,491.028,489.539,491.817,486.098,18587.0,600519
640,2017-08-17,490.634,485.792,490.634,482.943,25846.0,600519
641,2017-08-18,485.901,482.795,487.518,481.168,23857.0,600519
642,2017-08-21,481.168,482.874,487.478,480.123,23546.0,600519
643,2017-08-22,480.576,480.399,482.627,469.336,42457.0,600519
644,2017-08-23,478.654,487.094,487.705,477.54,27214.0,600519
645,2017-08-24,487.074,485.911,489.45,485.132,18156.0,600519
646,2017-08-25,486.542,486.088,487.331,482.47,17297.0,600519
647,2017-08-28,486.098,485.151,490.328,484.156,29021.0,600519
648,2017-08-29,486.118,482.588,487.952,481.178,25176.0,600519
649,2017-08-30,482.844,486.068,486.838,482.312,18503.0,600519
650,2017-08-31,487.123,484.274,487.952,482.943,18736.0,600519
651,2017-09-01,483.337,488.248,489.332,483.17,31451.0,600519
652,2017-09-04,488.248,485.526,489.707,484.392,18931.0,600519
653,2017-09-05,485.98,483.13,487.074,482.647,22622.0,600519
654,2017-09-06,483.14,478.19,485.871,478.052,33006.0,600519
655,2017-09-07,478.516,474.532,480.083,473.339,33320.0,600519
656,2017-09-08,471.555,467.729,473.773,467.364,41173.0,600519
657,2017-09-11,464.495,471.624,475.469,463.4,45374.0,600519
658,2017-09-12,472.787,478.121,479.196,471.702,34341.0,600519
659,2017-09-13,478.21,484.747,485.309,474.641,33075.0,600519
660,2017-09-14,486.088,483.84,487.114,482.144,19399.0,600519
661,2017-09-15,485.605,482.982,485.605,481.168,16039.0,600519
662,2017-09-18,483.278,491.984,493.493,483.278,42206.0,600519
663,2017-09-19,493.296,489.993,495.465,489.066,23054.0,600519
664,2017-09-20,489.943,489.253,493.02,489.056,17318.0,600519
665,2017-09-21,488.997,491.787,493.572,485.98,19402.0,600519
666,2017-09-22,489.943,492.931,493.178,488.859,16343.0,600519
667,2017-09-25,493.306,500.139,501.085,493.296,32697.0,600519
668,2017-09-26,499.596,502.16,502.86,496.55,25470.0,600519
669,2017-09-27,501.795,501.095,503.876,498.985,16671.0,600519
670,2017-09-28,500.099,511.202,512.917,500.05,25969.0,600519
671,2017-09-29,508.776,510.393,518.518,508.283,22436.0,600519
672,2017-10-09,517.196,520.381,528.052,512.819,34891.0,600519
673,2017-10-10,519.671,532.499,532.923,519.632,31006.0,600519
674,2017-10-11,530.567,537.902,543.533,530.567,33406.0,600519
675,2017-10-12,537.37,536.473,539.835,532.618,19646.0,600519
676,2017-10-13,537.37,548.364,548.808,534.422,27858.0,600519
677,2017-10-16,552.15,552.84,558.727,548.088,29909.0,600519
678,2017-10-17,553.116,548.936,553.116,546.244,20977.0,600519
679,2017-10-18,546.441,552.87,554.714,546.441,19178.0,600519
680,2017-10-19,553.146,574.444,576.958,552.87,40658.0,600519
681,2017-10-20,572.866,566.289,572.866,563.755,31534.0,600519
682,2017-10-23,566.871,565.382,572.373,560.048,23771.0,600519
683,2017-10-24,563.992,559.387,565.767,555.72,31274.0,600519
684,2017-10-25,561.774,557.751,563.677,554.191,25076.0,600519
685,2017-10-26,596.53,596.619,604.418,583.623,115434.0,600519
686,2017-10-27,593.681,640.535,645.83,591.63,84383.0,600519
687,2017-10-30,634.047,613.371,634.984,612.306,81007.0,600519
688,2017-10-31,613.302,609.378,618.814,603.314,51875.0,600519
689,2017-11-01,612.188,614.288,622.698,610.551,43435.0,600519
690,2017-11-02,618.173,618.143,620.963,612.306,34249.0,600519
691,2017-11-03,619.849,630.222,634.432,619.849,48188.0,600519
692,2017-11-06,632.519,643.917,648.413,631.237,48513.0,600519
693,2017-11-07,641.472,633.081,647.95,629.246,55564.0,600519
694,2017-11-08,633.337,641.275,645.337,633.337,43951.0,600519
695,2017-11-09,638.928,640.969,644.992,635.586,33641.0,600519
696,2017-11-10,641.324,668.459,673.832,641.324,74078.0,600519
697,2017-11-13,670.48,678.25,683.081,666.339,49869.0,600519
698,2017-11-14,677.52,669.248,677.599,667.867,46366.0,600519
699,2017-11-15,669.248,678.447,680.33,664.564,45036.0,600519
700,2017-11-16,676.406,709.043,709.881,676.406,60716.0,600519
701,2017-11-17,686.256,680.587,699.074,668.281,123861.0,600519
702,2017-11-20,667.325,669.642,676.002,650.76,88305.0,600519
703,2017-11-21,659.634,667.769,679.157,652.752,96016.0,600519
704,2017-11-22,667.522,641.413,678.368,640.9,128498.0,600519
705,2017-11-23,633.012,624.858,636.956,621.397,109599.0,600519
706,2017-11-24,626.997,621.219,633.505,613.519,76541.0,600519
707,2017-11-27,625.124,612.592,627.421,604.428,63548.0,600519
708,2017-11-28,616.309,639.155,639.796,615.264,70291.0,600519
709,2017-11-29,640.841,629.186,642.842,625.134,46763.0,600519
710,2017-11-30,626.613,622.166,639.401,617.236,38019.0,600519
711,2017-12-01,629.078,613.637,630.044,611.448,47192.0,600519
712,2017-12-04,615.215,628.861,635.083,608.086,54267.0,600519
713,2017-12-05,625.124,624.099,638.336,621.308,47465.0,600519
714,2017-12-06,622.659,616.26,635.083,611.32,58174.0,600519
715,2017-12-07,616.201,608.056,616.24,606.646,51032.0,600519
716,2017-12-08,606.804,618.498,620.046,606.804,45503.0,600519
717,2017-12-11,622.166,641.876,642.823,622.166,72849.0,600519
718,2017-12-12,649.478,642.202,649.547,641.906,47889.0,600519
719,2017-12-13,645.82,658.855,660.62,641.61,48502.0,600519
720,2017-12-14,660.6,655.246,661.902,651.253,31967.0,600519
721,2017-12-15,654.704,644.637,658.599,641.669,32255.0,600519
722,2017-12-18,650.76,656.449,660.423,649.36,39162.0,600519
723,2017-12-19,653.718,657.751,663.026,651.746,44072.0,600519
724,2017-12-20,660.521,675.321,677.244,654.734,63601.0,600519
725,2017-12-21,673.438,672.196,677.796,666.043,46680.0,600519
726,2017-12-22,670.48,673.359,676.297,667.532,28317.0,600519
727,2017-12-25,676.396,678.486,686.552,674.148,36214.0,600519
728,2017-12-26,678.546,671.279,683.288,667.029,31867.0,600519
729,2017-12-27,675.272,654.882,675.272,653.225,37722.0,600519
730,2017-12-28,677.382,708.628,709.821,661.922,124141.0,600519
731,2017-12-29,707.948,687.725,716.329,681.918,76038.0,600519
732,2018-01-02,690.2,693.996,700.218,680.232,49612.0,600519
733,2018-01-03,691.679,705.838,711.3,689.944,52019.0,600519
734,2018-01-04,711.3,726.751,733.091,709.259,72205.0,600519
735,2018-01-05,730.626,728.023,735.586,718.025,39989.0,600519
736,2018-01-08,724.73,741.6,745.909,724.73,52204.0,600519
737,2018-01-09,741.679,771.565,772.038,741.679,64591.0,600519
738,2018-01-10,774.01,774.71,777.836,762.651,47714.0,600519
739,2018-01-11,775.982,763.963,776.968,761.192,50656.0,600519
740,2018-01-12,762.937,777.382,777.757,756.282,45988.0,600519
741,2018-01-15,782.352,774.375,787.873,768.114,52473.0,600519
742,2018-01-16,769.553,762.119,777.57,757.248,65428.0,600519
743,2018-01-17,759.22,737.459,763.164,728.171,90709.0,600519
744,2018-01-18,737.459,740.23,754.29,733.673,58978.0,600519
745,2018-01-19,742.359,739.678,748.275,728.674,50925.0,600519
746,2018-01-22,741.285,762.809,763.164,741.285,67126.0,600519
747,2018-01-23,766.921,762.947,769.08,757.84,49549.0,600519
748,2018-01-24,765.57,753.758,765.59,747.98,43298.0,600519
749,2018-01-25,750.346,758.392,765.136,740.486,50040.0,600519
750,2018-01-26,756.499,766.339,766.516,753.304,43978.0,600519
751,2018-01-29,767.857,726.012,768.755,724.71,74535.0,600519
752,2018-01-30,725.696,731.691,738.287,719.8,51911.0,600519
753,2018-01-31,728.654,753.836,760.906,728.654,60402.0,600519
754,2018-02-01,756.262,747.122,756.558,742.379,50582.0,600519
755,2018-02-02,741.689,730.034,742.685,714.85,75420.0,600519
756,2018-02-05,717.039,708.175,719.741,695.722,98995.0,600519
757,2018-02-06,693.158,698.936,712.484,693.158,88168.0,600519
758,2018-02-07,709.92,673.862,713.746,672.462,88289.0,600519
759,2018-02-08,672.649,691.176,707.948,672.649,83409.0,600519
760,2018-02-09,670.48,673.862,680.232,648.788,105578.0,600519
761,2018-02-12,681.326,687.715,695.623,675.607,64179.0,600519
762,2018-02-13,695.15,702.012,704.813,694.637,53389.0,600519
763,2018-02-14,709.92,708.392,709.92,702.249,30652.0,600519
764,2018-02-22,717.118,732.056,733.584,713.115,50764.0,600519
765,2018-02-23,736.542,732.085,745.968,726.682,38158.0,600519
766,2018-02-26,736.424,733.101,741.521,722.758,43658.0,600519
767,2018-02-27,738.514,727.648,745.416,726.899,42601.0,600519
768,2018-02-28,721.752,715.461,731.908,708.934,48330.0,600519
769,2018-03-01,717.808,731.582,736.394,713.637,44794.0,600519
770,2018-03-02,727.668,726.1,733.15,719.78,25991.0,600519
771,2018-03-05,727.846,710.029,731.612,706.992,37234.0,600519
772,2018-03-06,714.85,708.204,717.414,687.37,64570.0,600519
773,2018-03-07,704.99,700.099,713.864,699.064,34595.0,600519
774,2018-03-08,704.004,712.641,713.864,698.088,35349.0,600519
775,2018-03-09,717.364,718.005,722.314,713.371,30171.0,600519
776,2018-03-12,719.336,713.815,723.645,712.651,39888.0,600519
777,2018-03-13,712.878,700.405,716.428,700.06,38577.0,600519
778,2018-03-14,699.735,716.704,717.887,697.319,37355.0,600519
779,2018-03-15,717.828,736.019,736.542,717.828,56148.0,600519
780,2018-03-16,737.134,729.492,743.424,728.536,35855.0,600519
781,2018-03-19,733.554,742.931,743.434,728.654,38666.0,600519
782,2018-03-20,739.5,737.262,741.472,729.64,28877.0,600519
783,2018-03-21,739.609,731.612,742.567,729.64,26742.0,600519
784,2018-03-22,733.584,715.915,737.528,713.874,37486.0,600519
785,2018-03-23,691.186,701.105,713.361,690.279,52546.0,600519
786,2018-03-26,698.088,703.501,705.049,692.054,46256.0,600519
787,2018-03-27,712.878,704.734,715.718,694.144,47548.0,600519
788,2018-03-28,690.17,672.501,693.158,659.634,113539.0,600519
789,2018-03-29,672.649,679.453,688.08,649.192,79081.0,600519
790,2018-03-30,676.396,674.049,683.791,670.362,36540.0,600519
791,2018-04-02,670.48,670.539,681.326,664.673,32039.0,600519
792,2018-04-03,668.508,668.419,677.382,665.935,40235.0,600519
793,2018-04-04,672.452,684.294,690.624,670.855,56891.0,600519
794,2018-04-09,687.341,688.524,695.554,680.488,30833.0,600519
795,2018-04-10,694.933,698.108,698.581,688.682,32043.0,600519
796,2018-04-11,700.06,695.485,704.773,693.178,25723.0,600519
797,2018-04-12,694.144,684.481,696.984,682.529,30713.0,600519
798,2018-04-13,688.721,677.244,691.186,675.489,27549.0,600519
799,2018-04-16,671.052,671.841,677.234,667.522,32939.0,600519
800,2018-04-17,675.41,656.873,675.785,656.282,35172.0,600519
801,2018-04-18,661.606,646.461,661.606,635.97,62616.0,600519
802,2018-04-19,650.612,670.441,670.48,647.467,44207.0,600519
803,2018-04-20,671.466,660.876,684.284,658.875,41511.0,600519
804,2018-04-23,656.686,664.574,670.805,656.686,32659.0,600519
805,2018-04-24,666.536,680.222,683.791,665.55,47282.0,600519
806,2018-04-25,679.354,681.296,682.312,673.458,25252.0,600519
807,2018-04-26,682.312,668.735,682.588,663.578,35047.0,600519
808,2018-04-27,675.657,653.255,678.723,645.83,57915.0,600519
809,2018-05-02,650.76,658.48,659.624,636.029,70259.0,600519
810,2018-05-03,656.676,661.488,664.249,648.788,36326.0,600519
811,2018-05-04,661.586,653.59,665.382,651.322,37375.0,600519
812,2018-05-07,650.711,688.396,692.054,648.561,85591.0,600519
813,2018-05-08,688.258,698.906,702.16,688.258,62497.0,600519
814,2018-05-09,699.153,692.123,702.328,687.36,32331.0,600519
815,2018-05-10,693.651,704.191,705.976,693.651,39293.0,600519
816,2018-05-11,708.628,707.968,720.273,705.68,39141.0,600519
817,2018-05-14,713.864,732.016,732.598,713.864,51014.0,600519
818,2018-05-15,735.556,732.657,735.99,723.724,38055.0,600519
819,2018-05-16,729.64,724.237,735.221,723.014,30795.0,600519
820,2018-05-17,724.828,717.197,727.175,713.864,28517.0,600519
821,2018-05-18,713.854,728.97,730.626,711.093,29255.0,600519
822,2018-05-21,733.584,724.533,736.838,722.225,29059.0,600519
823,2018-05-22,724.927,729.216,729.482,719.8,16998.0,600519
824,2018-05-23,729.64,713.647,729.64,713.45,28268.0,600519
825,2018-05-24,709.92,705.384,718.459,703.018,30416.0,600519
826,2018-05-25,702.032,706.824,716.822,702.032,26511.0,600519
827,2018-05-28,707.948,730.034,730.291,705.108,42805.0,600519
828,2018-05-29,728.457,721.19,739.5,721.042,40820.0,600519
829,2018-05-30,717.039,715.708,726.978,709.969,37147.0,600519
830,2018-05-31,720.027,740.614,741.097,720.017,71852.0,600519
831,2018-06-01,740.614,734.679,744.41,728.417,36177.0,600519
832,2018-06-04,741.817,771.022,771.939,735.438,73805.0,600519
833,2018-06-05,775.489,777.017,783.574,766.349,52629.0,600519
834,2018-06-06,776.968,774.75,789.737,771.348,48969.0,600519
835,2018-06-07,778.92,770.036,784.412,767.995,39167.0,600519
836,2018-06-08,769.08,767.059,774.897,759.22,34958.0,600519
837,2018-06-11,765.185,764.87,774.996,757.573,36547.0,600519
838,2018-06-12,767.108,788.001,792.251,765.629,55287.0,600519
839,2018-06-13,788.8,779.265,791.383,777.836,35244.0,600519
840,2018-06-14,778.94,775.124,782.687,764.328,36159.0,600519
841,2018-06-15,773.2,773.33,778.58,769.1,31707.0,600519
842,2018-06-19,769.0,738.0,769.0,737.0,60195.0,600519
843,2018-06-20,741.0,763.59,765.0,741.0,45838.0,600519
844,2018-06-21,765.22,759.32,778.89,758.77,39182.0,600519
845,2018-06-22,754.0,766.53,767.0,750.0,28854.0,600519
